id,type,question,method,pred,precision,recall,f1,matched_items
MH20,MultiHop,한국산업기술기획평가원이 시행하는 사업들이 포함된 단위사업명을 세 개만 알려주세요.,Plain Text Vector RAG,기계장비산업기술개발(R&D),0.0,0.0,0.0,
MH21,MultiHop,NIA가 시행하는 사업들이 포함된 단위사업명 세 개만 알려줘.,Plain Text Vector RAG,국가지식정보 연계 및 활용 촉진(정보화),0.0,0.0,0.0,
MH24,MultiHop,한국산업기술기획평가원이 하는 사업들은 어떤 분야에 속해?,Plain Text Vector RAG,산업혁신지원,0.0,0.0,0.0,
MH26,MultiHop,NRF가 시행하는 사업 이름 세 개만 알려줘.,Plain Text Vector RAG,국방AI선도연구협력(R&D) | 차세대 네트워크 AI파운데이션 모델(NFM) 개발(R&D) | AI-RAN 글로벌 선도 프로젝트(R&D),0.0,0.0,0.0,
RV08,Reverse,해수부에서 출연 형태로 지원하는 사업 세 개만 알려줘.,Plain Text Vector RAG,AI 완전자율운항선박 기술개발(R&D) | 순환적응형 연안침식 관리기술개발(R&D) | 수출입 물류항만-내륙연계 기술개발(R&D),0.0,0.0,0.0,
RV09,Reverse,과기정통부에서 국고보조 형태로 지원하는 사업 3개만 알려줘.,Plain Text Vector RAG,알 수 없음,0.0,0.0,0.0,
RV18,Reverse,고용부에서 직접 지원하는 사업 중 3개만 알려줘.,Plain Text Vector RAG,알 수 없음,0.0,0.0,0.0,
RV23,Reverse,과학기술 분야에서 내년에 새로 시작하는 사업 3개만 알려줘.,Plain Text Vector RAG,AIxBio 혁신 연구거점 조성 시범사업(R&D) | AI-RAN 글로벌 선도 프로젝트(R&D) | 극한지스마트광역탐사를위한 로봇-ICT융합기술개발(R&D),0.3333333333333333,0.3333333333333333,0.3333333333333333,AIxBio 혁신 연구거점 조성 시범사업(R&D)
RV27,Reverse,보건 분야에서 직접 지원하는 사업 세 개만 알려줘.,Plain Text Vector RAG,한의약산업육성 | 의료데이터 중심병원 지원사업 | 바이오헬스산업 육성 지원,0.3333333333333333,0.3333333333333333,0.3333333333333333,바이오헬스산업 육성 지원
CF07,ComplexFilter,과기정통부 소관 사업 중에서 지원형태가 출연인 것 중 2026년 예산이 50000백만원 이상인 사업 3개만 알려줘.,Plain Text Vector RAG,알 수 없음,0.0,0.0,0.0,
CF08,ComplexFilter,산업부 관할로 지원 방식이 출연인 2026년 예산이 5만 백만원 이상인 사업 3개를 알려줘.,Plain Text Vector RAG,435 | 413,0.0,0.0,0.0,
CF09,ComplexFilter,과기정통부 소관으로 지원형태가 출연인 사업 중 2026년 예산이 10만 백만원 이상인 사업 3개를 알려줘.,Plain Text Vector RAG,차세대 네트워크(6G) 산업 기술개발,0.0,0.0,0.0,
CF11,ComplexFilter,과기정통부 소관 사업 중에서 지원형태가 출연이고 2026년 예산이 2000억 이상인 사업 3개만 알려줘.,Plain Text Vector RAG,AI-RAN 글로벌 선도 프로젝트(R&D) | 차세대 네트워크(6G) 산업 기술개발,0.0,0.0,0.0,
CF12,ComplexFilter,"산업부 소관으로 출연 형태의 지원을 받으며 2026년 예산이 200,000백만원 이상인 사업 3개를 알려줘.",Plain Text Vector RAG,413 | 430,0.0,0.0,0.0,
CF13,ComplexFilter,일반회계로 진행되는 보조사업 중 내년에 새로 시작하는 사업 3개만 알려줘.,Plain Text Vector RAG,국가농업AX플랫폼 | 국방AI선도연구협력(R&D),0.5,0.3333333333333333,0.4,국가농업AX플랫폼
CF14,ComplexFilter,일반회계에 속하고 직접 지원 형태로 내년에 새로 시작하는 사업 3개만 알려줘.,Plain Text Vector RAG,알 수 없음,0.0,0.0,0.0,
CF15,ComplexFilter,보건 분야에서 출연 형태로 지원받고 계속 사업인 것 중 3개만 알려줘.,Plain Text Vector RAG,보건의료데이터 상호운용성 지원 기술개발(R&D) | 의료데이터 중심병원 지원사업 | 바이오헬스산업 육성 지원,0.3333333333333333,0.3333333333333333,0.3333333333333333,보건의료데이터 상호운용성 지원 기술개발(R&D)
CF16,ComplexFilter,농림수산 분야에서 출연 형태로 계속 진행되는 사업 3개만 알려줘.,Plain Text Vector RAG,336 | 339,0.0,0.0,0.0,
CF17,ComplexFilter,교통 및 물류 분야에서 출연 형태로 계속 진행되는 사업 3개만 알려줘.,Plain Text Vector RAG,수출입 물류항만-내륙연계 기술개발(R&D) | 지역특화형자율주행서비스모델및실증기술개발(R&D),0.5,0.3333333333333333,0.4,수출입 물류항만-내륙연계 기술개발(R&D)
CF18,ComplexFilter,과기정통부 소관으로 2026년 예산이 전년보다 줄어든 계속 사업 3개를 알려줘.,Plain Text Vector RAG,알 수 없음,0.0,0.0,0.0,
CF19,ComplexFilter,산업부 소관으로 2026년 예산이 작년보다 줄어들고 계속 진행 중인 사업 3개만 알려줘.,Plain Text Vector RAG,기계장비산업기술개발(R&D) | AI자율제조SDM플랫폼기술개발 (R&D) | 반도체첨단패키징선도기술개발사업(R&D),0.3333333333333333,0.3333333333333333,0.3333333333333333,AI자율제조SDM플랫폼기술개발 (R&D)
CF20,ComplexFilter,국토부 소관으로 2026년에 예산이 전년보다 줄어들고 계속 진행 중인 사업 3개를 알려줘.,Plain Text Vector RAG,알 수 없음,0.0,0.0,0.0,
CF21,ComplexFilter,2026년에 예산이 줄어든 문체부의 계속 사업 중 3개를 알려줘.,Plain Text Vector RAG,알 수 없음,0.0,0.0,0.0,
CF22,ComplexFilter,통신 분야에서 내년에 새로 시작하는 사업 중 2026년 예산이 100억 이상인 사업 3개를 알려줘.,Plain Text Vector RAG,알 수 없음,0.0,0.0,0.0,
CF23,ComplexFilter,과학기술 분야에서 내년에 새로 시작하는 사업 중 2026년 예산이 100억 원 이상인 것 3개를 알려줘.,Plain Text Vector RAG,AIxBio 혁신 연구거점 조성 시범사업(R&D) 10200.0 | 데이터센터 네트워크 인프라 기술 선도사업(R&D) 7000.0 | AI-RAN 글로벌 선도 프로젝트(R&D) 9000.0,0.0,0.0,0.0,
CF24,ComplexFilter,NIA가 시행하는 출연 형태의 사업 중 3개를 알려줘.,Plain Text Vector RAG,신뢰기반의 AI 개인정보 보호·활용 기술개발(R&D) | AI-RAN 글로벌 선도 프로젝트(R&D) | World Best LLM 데이터 활용 지원,0.0,0.0,0.0,
SQA066,Aggregation,정보통신기획평가원이 시행하는 사업은 총 몇 개인가?,Plain Text Vector RAG,4개,0.0,0.0,0.0,
SQA067,Aggregation,"사업을 시행하는 곳이 NIPA인 경우, 몇 개의 사업이 진행 중인가요?",Plain Text Vector RAG,2개,0.0,0.0,0.0,
SQA068,Aggregation,NIA가 주관하는 사업의 개수는 얼마나 되나요?,Plain Text Vector RAG,1개,0.0,0.0,0.0,
SQA069,Aggregation,한국산업기술 기획평가원이 주관하는 사업의 개수는?,Plain Text Vector RAG,5개,0.0,0.0,0.0,
SQA070,Aggregation,한국보건산업진흥원이 시행하는 사업의 개수는?,Plain Text Vector RAG,4개,0.0,0.0,0.0,
SQA071,Aggregation,과기정통부에서 출연 형태로 진행하는 사업들의 2026년 총 예산은 얼마인가요?,Plain Text Vector RAG,141240.0 백만원,0.0,0.0,0.0,
SQA072,Aggregation,과기정통부에서 보조사업으로 진행하는 2026년 예산의 총액은?,Plain Text Vector RAG,알 수 없음,0.0,0.0,0.0,
SQA073,Aggregation,과기정통부에서 출자 형태로 진행하는 사업들의 2026년 총예산은 얼마야?,Plain Text Vector RAG,230336.0 백만원,0.0,0.0,0.0,
SQA074,Aggregation,산업부에서 출연 형태로 진행하는 사업들의 2026년 총 예산은 얼마인가요?,Plain Text Vector RAG,2026년 총 예산은 198803.0백만원입니다.,0.0,0.0,0.0,
SQA075,Aggregation,과기정통부에서 내년에 새로 시작하는 사업 중 2026년 예산 총액이 가장 큰 사업은?,Plain Text Vector RAG,초거대산업AI연구지원(R&D),0.0,0.0,0.0,
SQA076,Aggregation,과기정통부에서 2026년에 예산이 가장 많이 배정된 계속 사업은 무엇인가요?,Plain Text Vector RAG,차세대 네트워크(6G) 산업 기술개발,0.0,0.0,0.0,
SQA077,Aggregation,산업부에서 내년에 새로 시작하는 사업 중 2026년 예산 총액이 가장 큰 사업은?,Plain Text Vector RAG,국가로봇테스트필드사업(R&D),0.0,0.0,0.0,
SQA078,Aggregation,과기정통부에서 2026년에 예산이 줄어든 사업은 몇 개야?,Plain Text Vector RAG,알 수 없음.,0.0,0.0,0.0,
SQA079,Aggregation,산업부에서 내년에 예산이 줄어드는 사업은 몇 개야?,Plain Text Vector RAG,알 수 없음.,0.0,0.0,0.0,
AGG015,Aggregation,국토부에서 2026년에 예산이 줄어든 사업은 몇 개야?,Plain Text Vector RAG,알 수 없음.,0.0,0.0,0.0,
